FECHA DE EMISIÓN,CÓDIGO,ESTADO,BODEGA,CENTRO DE COSTO,ÓRDENES DE COMPRA ASOCIADAS,PROVEEDOR - NOMBRE,PROVEEDOR - TIPO DE IDENTIFICACIÓN,PROVEEDOR - IDENTIFICACIÓN,PROVEEDOR - DIRECCIÓN,PROVEEDOR - TELÉFONO,PROVEEDOR - CIUDAD,VENCIMIENTO,ÍTEM - NOMBRE,ÍTEM - OBSERVACIONES,ÍTEM - REFERENCIA,ÍTEM - CANTIDAD,ÍTEM - PRECIO,ÍTEM - DESCUENTO (%),ÍTEM - IMPUESTO,ÍTEM - IMPUESTO (%),ÍTEM - IMPUESTO (VALOR),ÍTEM - TOTAL,SUBTOTAL - FACTURA,TOTAL - FACTURA,RETENCIÓN - NOMBRE,RETENCIÓN - BASE,RETENCIÓN - VALOR,ESTADO DE RETENCIÓN,RETENCIÓN - NOMBRE,RETENCIÓN - BASE,RETENCIÓN - VALOR,ESTADO DE RETENCIÓN
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,OLIMPO T-SHIRT MEN WHITE L 1000712240,,8901306,"15,00","94537,82","0,00",IVA 19%,"19,00","269432,79","1687500,09","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ATENEA T-SHIRT MEN WHITE XL 1000721242,,8901307,"5,00","109663,87","0,00",IVA 19%,"19,00","104180,68","652500,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ATENEA T-SHIRT MEN WHITE L 1000721240,,8901308,"20,00","109663,87","0,00",IVA 19%,"19,00","416722,71","2610000,11","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ATENEA T-SHIRT MEN WHITE M 1000721238,,8901309,"20,00","109663,87","0,00",IVA 19%,"19,00","416722,71","2610000,11","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ATENEA T-SHIRT MEN BLACK XL 1000721142,,8901310,"5,00","109663,87","0,00",IVA 19%,"19,00","104180,68","652500,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ATENEA T-SHIRT MEN BLACK L 1000721140,,8901311,"20,00","109663,87","0,00",IVA 19%,"19,00","416722,71","2610000,11","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ATENEA T-SHIRT MEN BLACK M 1000721138,,8901312,"20,00","109663,87","0,00",IVA 19%,"19,00","416722,71","2610000,11","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,CLASSY CROP TOP OVERSIZE WOMEN BLACK S 1210705136,,8901313,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,CLASSY CROP TOP OVERSIZE WOMEN BLACK XS 1210705134,,8901314,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,MALABO  T-SHIRT WOMEN BLACK S 1010701136,,8901315,"10,00","90756,30","0,00",IVA 19%,"19,00","172436,97","1079999,97","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,MALABO T-SHIRT WOMEN BLACK XS 1010701134,,8901316,"10,00","90756,30","0,00",IVA 19%,"19,00","172436,97","1079999,97","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,MALABO T-SHIRT WOMEN WHITE S 1010701236,,8901317,"10,00","90756,30","0,00",IVA 19%,"19,00","172436,97","1079999,97","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,MALABO T-SHIRT WOMEN WHITE XS 1010701234,,8901318,"10,00","90756,30","0,00",IVA 19%,"19,00","172436,97","1079999,97","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ALEJANDRIA T-SHIRT WOMEN BLACK S 1010702136,,8901319,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ALEJANDRIA T-SHIRT WOMEN BLACK XS 1010702134,,8901320,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ALEJANDRIA T-SHIRT WOMEN WHITE S 1010702236,,8901321,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,ALEJANDRIA T-SHIRT WOMEN WHITE XS 1010702234,,8901322,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,EROS T-SHIRT MEN BLACK XL 1000716142,,8901323,"5,00","102100,84","0,00",IVA 19%,"19,00","96995,80","607500,00","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,EROS T-SHIRT MEN BLACK L 1000716140,,8901324,"20,00","102100,84","0,00",IVA 19%,"19,00","387983,19","2429999,99","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,EROS T-SHIRT MEN BLACK M 1000716138,,8901325,"20,00","102100,84","0,00",IVA 19%,"19,00","387983,19","2429999,99","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,EROS T-SHIRT MEN WHITE XL 1000716242,,8901326,"5,00","102100,84","0,00",IVA 19%,"19,00","96995,80","607500,00","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,EROS T-SHIRT MEN WHITE L 1000716240,,8901327,"20,00","102100,84","0,00",IVA 19%,"19,00","387983,19","2429999,99","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,EROS T-SHIRT MEN WHITE M 1000716238,,8901328,"20,00","102100,84","0,00",IVA 19%,"19,00","387983,19","2429999,99","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,EROS T-SHIRT MEN WHITE S 1000716236,,8901329,"3,00","102100,84","0,00",IVA 19%,"19,00","58197,48","364500,00","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,DONNATA T-SHIRT WOMEN BLACK S 1010708136,,8901330,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,DONNATA T-SHIRT WOMEN BLACK XS 1010708134,,8901331,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,DONNATA T-SHIRT WOMEN WHITE  S 1010708236,,8901332,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,DONNATA T-SHIRT WOMEN WHITE XS 1010708234,,8901333,"10,00","83193,28","0,00",IVA 19%,"19,00","158067,23","990000,03","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,DONNATA T-SHIRT WOMEN  RED S 1010708336,,8901334,"5,00","83193,28","0,00",IVA 19%,"19,00","79033,62","495000,02","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
29/07/2022,FMST21290,Pagado,CEDI Medellín,Tienda Medellin,,MONASTERY COUTURE S.A.S,Número de identificación tributaria,901259856,,,,1/8/2022,DONNATA T-SHIRT WOMEN RED XS 1010708334,,,"5,00","83193,28","0,00",IVA 19%,"19,00","79033,62","495000,02","37818908,42","45004501,04",Compras (2.5%) ,37831513.46,"9,457,878,400",APLICADA,,,,
2/8/2022,EM459,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,3/8/2022,Ilmin Il Azzurro 30Ml,,2610589,"18,00","235294,00","5,00",IVA 19%,"19,00","764470,21","4787997,61","112658767,20","134063932,97",Compras (2.5%) ,112658767.2,"28,164,691,800",APLICADA,,,,
2/8/2022,EM459,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,3/8/2022,Ilmin Il Ego Edp 30 Mil,,2370009,"66,00","235294,00","5,00",IVA 19%,"19,00","2803057,42","17555991,22","112658767,20","134063932,97",Compras (2.5%) ,112658767.2,"28,164,691,800",APLICADA,,,,
2/8/2022,EM459,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,3/8/2022,Ilmin Il Femme 30 Mil,,2370291,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","112658767,20","134063932,97",Compras (2.5%) ,112658767.2,"28,164,691,800",APLICADA,,,,
2/8/2022,EM459,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,3/8/2022,Ilmin Il Lonve 30 Mil,,2370296,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","112658767,20","134063932,97",Compras (2.5%) ,112658767.2,"28,164,691,800",APLICADA,,,,
2/8/2022,EM459,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,3/8/2022,Ilmin Il Oomph Edp 30Ml,,2370381,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","112658767,20","134063932,97",Compras (2.5%) ,112658767.2,"28,164,691,800",APLICADA,,,,
2/8/2022,EM459,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,3/8/2022,Ilmin Il Roso 30Ml,,237758,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","112658767,20","134063932,97",Compras (2.5%) ,112658767.2,"28,164,691,800",APLICADA,,,,
2/8/2022,EM459,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,3/8/2022,Ilmin Il Sexuel 30Ml,,2370419,"60,00","235294,00","5,00",IVA 19%,"19,00","2548234,02","15959992,02","112658767,20","134063932,97",Compras (2.5%) ,112658767.2,"28,164,691,800",APLICADA,,,,
3/8/2022,EM460,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,4/8/2022,Ilmin Il Azzurro 30Ml,,2610589,"72,00","235294,00","5,00",IVA 19%,"19,00","3057880,82","19151990,42","159741216,60","190092047,75",Compras (2.5%) ,103270536,"25,817,634,000",APLICADA,,,,
3/8/2022,EM460,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,4/8/2022,Ilmin Il Dolce 30 Ml,,2370750,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","159741216,60","190092047,75",Compras (2.5%) ,103270536,"25,817,634,000",APLICADA,,,,
3/8/2022,EM460,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,4/8/2022,Ilmin Il Ego Edp 30 Mil,,2370009,"24,00","2352945,00","0,00",IVA 19%,"19,00","10729429,20","67200109,20","159741216,60","190092047,75",Compras (2.5%) ,103270536,"25,817,634,000",APLICADA,,,,
3/8/2022,EM460,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,4/8/2022,Ilmin Il Erotique 30 Ml,,237752,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","159741216,60","190092047,75",Compras (2.5%) ,103270536,"25,817,634,000",APLICADA,,,,
3/8/2022,EM460,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,4/8/2022,Ilmin Il Kakuno 30 Mil,,2370295,"120,00","235294,00","5,00",IVA 19%,"19,00","5096468,04","31919984,04","159741216,60","190092047,75",Compras (2.5%) ,103270536,"25,817,634,000",APLICADA,,,,
3/8/2022,EM460,Pagado,CEDI Medellín,,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,4/8/2022,Ilmin Il Orgasme 30Ml,,2610597,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","159741216,60","190092047,75",Compras (2.5%) ,103270536,"25,817,634,000",APLICADA,,,,
4/8/2022,1371,Pagado,CEDI Medellín,,,SPRAYGROUND COLOMBIA S.A.S,Número de identificación tributaria,901334482,,,,4/8/2022,RIVIERA WHITE GOLD TWST LOCK HANDBAG 19502901878,,4500547,"1,00","210000,00","0,00",IVA 19%,"19,00","39900,00","249900,00","210000,00","249900,00",,,,,,,,
5/8/2022,EM463,Pagado,CEDI Medellín,Tienda Medellin,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,6/8/2022,ILMIN IL ARTE EDP 30ml,,2980101,"120,00","235294,00","5,00",IVA 19%,"19,00","5096468,04","31919984,04","53647032,00","63839968,08",Compras (2.5%) ,53647032,"13,411,758,000",APLICADA,,,,
5/8/2022,EM463,Pagado,CEDI Medellín,Tienda Medellin,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,6/8/2022,ILMIN IL ARTE EDP 30ml TESTER ,,2980102,"19,00","10000,00","100,00",IVA 19%,"19,00","0,00","0,00","53647032,00","63839968,08",Compras (2.5%) ,53647032,"13,411,758,000",APLICADA,,,,
5/8/2022,EM463,Pagado,CEDI Medellín,Tienda Medellin,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,6/8/2022,Ilmin Il Salva 30Ml,,2000015,"120,00","235294,00","5,00",IVA 19%,"19,00","5096468,04","31919984,04","53647032,00","63839968,08",Compras (2.5%) ,53647032,"13,411,758,000",APLICADA,,,,
5/8/2022,EM463,Pagado,CEDI Medellín,Tienda Medellin,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,6/8/2022,Ilmin Il Salva 30Ml Tester,,2000016,"20,00","10000,00","100,00",IVA 19%,"19,00","0,00","0,00","53647032,00","63839968,08",Compras (2.5%) ,53647032,"13,411,758,000",APLICADA,,,,
5/8/2022,EM461,Pagado,CEDI Medellín,Tienda Medellin,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,6/8/2022,Ilmin Il Blanc 30Ml,,2370297,"24,00","235294,00","5,00",IVA 19%,"19,00","1019293,61","6383996,81","85835251,20","102143948,93",Compras (2.5%) ,85835251.2,"21,458,812,800",APLICADA,,,,
5/8/2022,EM461,Pagado,CEDI Medellín,Tienda Medellin,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,6/8/2022,Ilmin Il Eqko 30 Ml,,26105810,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","85835251,20","102143948,93",Compras (2.5%) ,85835251.2,"21,458,812,800",APLICADA,,,,
5/8/2022,EM461,Pagado,CEDI Medellín,Tienda Medellin,,ILMIN S.A.S,Número de identificación tributaria,900945532,,,,6/8/2022,Ilmin Il Male 30Ml,,237766,"90,00","235294,00","5,00",IVA 19%,"19,00","3822351,03","23939988,03","85835251,20","102143948,93",Compras (2.5%) ,85835251.2,"21,458,812,800",APLICADA,,,,
